index,vbm
269,-4.37577301910194
270,-7.04335018665967
271,-7.36284514256427
272,-7.32132316383828
273,-6.83587144490761
274,-6.67004005289754
275,-8.26194983202436
276,-7.98746975815073
277,-7.82119107827869
278,-7.57952185516229
279,-6.88789064642312
280,-6.77342838530858
281,-7.69632655203635
282,-7.03216788999929
283,-7.03550876617779
284,-6.1668117463162
285,-7.02870811236231
286,-3.98387315660963
287,-4.37324436187082
288,-6.84534060288463
289,-4.179072122948
290,-6.87067511556336
291,-7.10034782891432
292,-4.897446268266
293,-5.10227293197697
294,-4.87799732064789
295,-5.93660096750956
296,-5.22117560339243
297,-4.23166594763741
298,-4.62525601082746
299,-6.96925542085221
300,-7.54911614593053
301,-9.47189996655478
302,-9.06908792444579
303,-10.8384083163579
304,-10.4846811020356
305,-6.01349889164951
306,-5.33773948026343
307,-6.91333682429894
308,-6.06251499149797
309,-5.53923566187156
310,-7.37379097207545
311,-11.8975403916718
312,-8.08749529923511
313,-4.68724333403404
314,-5.30499014683115
315,-4.96648516883075
316,-7.23808036543586
317,-7.48691873924096
318,-6.90167448458245
319,-6.93037726815999
320,-7.9421721879862
321,-7.48694508184094
322,-6.88377935349989
323,-5.86236894002732
324,-5.81872974597837
325,-6.81969312520029
326,-5.62624707871943
327,-6.31080984027256
328,-5.70535979164129
329,-5.48090582260799
330,-6.00533704068996
331,-6.96917643845243
332,-10.5865540072406
333,-10.8684549454324
334,-10.8981554646406
335,-9.05785868505745
336,-5.51913352183265
337,-5.77058372490384
338,-4.67566887237537
